SEGMENTO_ID,MUEBLE_ID,PLANOGRUPO,PLAN_EJECUCION,CONJUNTO_ID,TAMAÃ‘O_POST,DIRECCION_LEGO_ID,ITEM,ITEM_DESC,CHAROLA,UBICACION_BANDEJA,NUM_FRENTES,ALTO,ANCHO,Width,Height,X,Y,DISEÑO_REFERENCIA,SEPARADOR,SQUEEZE,stage_id,execution_date,Type,Desc1,unidades_x_frente,PROFUNDO,categoria_producto,LEGO_ID,Camas
CLA,CF,Refrescos,opt_x_lego,10MON,4,ID,7501022015544,Manzanita Sol Manzana 2L NR,7,3,1,34.2,10.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,DI,7501022015544,Manzanita Sol Manzana 2L NR,13,2,1,34.2,10.2,55,2.5,110,0,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,ID,7501022015544,Manzanita Sol Manzana 2L NR,3,2,1,34.2,10.2,55,2.5,55,0,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4,ID,7501022015544,Manzanita Sol Manzana 2L NR,7,1,1,34.2,10.2,55,2.5,55,0,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4.5,ID,7501022015544,Manzanita Sol Manzana 2L NR,3,1,1,34.2,10.2,55,2.5,55,0,RYX_CLA_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4.5,DI,7501022015544,Manzanita Sol Manzana 2L NR,19,1,1,34.2,10.2,55,2.5,165,0,10MON_BCO_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,5,ID,7501022015544,Manzanita Sol Manzana 2L NR,7,2,1,34.2,10.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4.5,DI,7501022015544,Manzanita Sol Manzana 2L NR,19,1,1,34.2,10.2,55,2.5,165,0,RYX_CLA_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3,ID,7501022015544,Manzanita Sol Manzana 2L NR,2,5,1,34.2,10.2,55,2.5,0,42,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3.5,ID,7501022015544,Manzanita Sol Manzana 2L NR,3,3,2,34.2,10.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,DI,7501022015544,Manzanita Sol Manzana 2L NR,19,2,1,34.2,10.2,55,2.5,165,0,RYX_CLA_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4,DI,7501022015544,Manzanita Sol Manzana 2L NR,13,2,1,34.2,10.2,55,2.5,110,0,10MON_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4.5,DI,7501022015544,Manzanita Sol Manzana 2L NR,19,1,1,34.2,10.2,55,2.5,165,0,10MON_BCO_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,5,DI,7501022015544,Manzanita Sol Manzana 2L NR,19,1,1,34.2,10.2,55,2.5,165,0,10MON_BCO_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4,ID,7501022015544,Manzanita Sol Manzana 2L NR,7,2,1,34.2,10.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3.5,DI,7501022015544,Manzanita Sol Manzana 2L NR,13,2,2,34.2,10.2,55,2.5,110,0,10MON_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3,DI,7501022015544,Manzanita Sol Manzana 2L NR,14,1,1,34.2,10.2,55,2.5,110,42,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,5,ID,7501022015544,Manzanita Sol Manzana 2L NR,7,2,1,34.2,10.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3,DI,7501022015544,Manzanita Sol Manzana 2L NR,14,2,1,34.2,10.2,55,2.5,110,42,RYX_HRN_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,ID,7501022015544,Manzanita Sol Manzana 2L NR,3,2,1,34.2,10.2,55,2.5,55,0,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4,DI,7501022015544,Manzanita Sol Manzana 2L NR,13,2,1,34.2,10.2,55,2.5,110,0,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,ID,7501022015544,Manzanita Sol Manzana 2L NR,7,1,1,34.2,10.2,55,2.5,55,0,RYX_CLA_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4.5,ID,7501022015544,Manzanita Sol Manzana 2L NR,3,2,1,34.2,10.2,55,2.5,55,0,RYX_CLA_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,DI,7501022015544,Manzanita Sol Manzana 2L NR,13,1,1,34.2,10.2,55,2.5,110,0,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4.5,ID,7501022015544,Manzanita Sol Manzana 2L NR,3,1,1,34.2,10.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4,ID,7501022015544,Manzanita Sol Manzana 2L NR,7,1,1,34.2,10.2,55,2.5,55,0,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,10.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4.5,DI,7501022015544,Manzanita Sol Manzana 2L NR,19,1,1,34.2,10.2,55,2.5,165,0,RYX_CLA_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,10.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,3,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,2,4,1,34.2,11.2,55,2.5,0,42,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,3,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,14,2,1,34.2,11.2,55,2.5,110,42,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,3.5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,3,1,1,34.2,11.2,55,2.5,55,0,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,4,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,7,1,1,34.2,11.2,55,2.5,55,0,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,4,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,13,2,1,34.2,11.2,55,2.5,110,0,10MON_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,4,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,7,2,1,34.2,11.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,4,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,13,4,1,34.2,11.2,55,2.5,110,0,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,3.5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,3,2,1,34.2,11.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,19,3,1,34.2,11.2,55,2.5,165,0,10MON_BCO_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,7,1,1,34.2,11.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,13,4,1,34.2,11.2,55,2.5,110,0,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,1,4,1,34.2,11.2,55,2.5,0,0,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3.5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,3,2,1,34.2,11.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,14,2,1,34.2,11.2,55,2.5,110,42,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3.5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,13,2,1,34.2,11.2,55,2.5,110,0,10MON_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,2,3,1,34.2,11.2,55,2.5,0,42,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,13,2,1,34.2,11.2,55,2.5,110,0,10MON_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,7,2,1,34.2,11.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,13,4,1,34.2,11.2,55,2.5,110,0,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,3,1,1,34.2,11.2,55,2.5,55,0,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4.5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,19,3,1,34.2,11.2,55,2.5,165,0,10MON_BCO_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,7,1,1,34.2,11.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,19,1,1,34.2,11.2,55,2.5,165,0,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,2,4,1,34.2,11.2,55,2.5,0,42,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3.5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,3,2,1,34.2,11.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,13,4,1,34.2,11.2,55,2.5,110,0,10MON_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4.5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,19,3,1,34.2,11.2,55,2.5,165,0,10MON_BCO_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,19,2,1,34.2,11.2,55,2.5,165,0,10MON_BCO_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,7,1,1,34.2,11.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4.5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,9,1,1,34.2,11.2,55,2.5,110,0,10MON_BCO_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,8,3,1,34.2,11.2,55,2.5,55,42,RYX_CLA_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3.5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,13,3,1,34.2,11.2,55,2.5,110,0,10MON_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,14,2,1,34.2,11.2,55,2.5,110,42,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,7,1,1,34.2,11.2,55,2.5,55,0,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,14,4,1,34.2,11.2,55,2.5,110,42,RYX_HRN_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,3,1,1,34.2,11.2,55,2.5,55,0,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,20,1,1,34.2,11.2,55,2.5,165,42,RYX_CLA_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4.5,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,3,1,1,34.2,11.2,55,2.5,55,0,RYX_CLA_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,13,3,1,34.2,11.2,55,2.5,110,0,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4,ID,7501022015551,Manzanita Sol Manzana 2.5L NR,1,4,1,34.2,11.2,55,2.5,0,0,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,11.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4.5,DI,7501022015551,Manzanita Sol Manzana 2.5L NR,19,3,1,34.2,11.2,55,2.5,165,0,RYX_CLA_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,11.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,3,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,2,2,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,4,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,2,4,21,5.8,55,2.5,55,147,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,5,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,2,4,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,3,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,4,2,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,4,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,3,4,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,4,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,2,4,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,4,2,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,4,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,2,4,21,5.8,55,2.5,110,147,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,3.5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,13,4,1,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,3.5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,13,5,2,21,5.8,55,2.5,110,147,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,3,2,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,13,4,2,21,5.8,55,2.5,110,147,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,2,1,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4.5,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,4,3,21,5.8,55,2.5,55,147,RYX_CLA_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,1,2,21,5.8,55,2.5,55,147,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4.5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,19,2,5,21,5.8,55,2.5,165,147,RYX_CLA_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,5,1,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3.5,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,2,2,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4.5,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,2,4,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,3,4,21,5.8,55,2.5,55,147,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,3,2,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,2,2,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3.5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,13,4,2,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,2,4,21,5.8,55,2.5,110,147,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3.5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,13,5,1,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,5,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,2,2,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3.5,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,2,1,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4.5,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,3,2,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,3,2,21,5.8,55,2.5,55,147,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,4,1,21,5.8,55,2.5,110,147,RYX_CLA_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,2,1,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,5,1,21,5.8,55,2.5,55,147,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,5,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,3,2,21,5.8,55,2.5,110,147,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,2,3,21,5.8,55,2.5,55,147,RYX_HRN_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,DI,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,11,2,1,21,5.8,55,2.5,55,147,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,5.8,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4,ID,7501031302741,Refresco de Cola Pepsi 400 ml bote No retornable,17,2,2,21,5.8,55,2.5,110,147,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,5.8,,,1
