SEGMENTO_ID,MUEBLE_ID,PLANOGRUPO,TAMAÑO,DIRECCION_LEGO_ID,UPC_CVE,NUM_FRENTES,CHAROLA,UBICACION_BANDEJA,ANCHO
BCO,CF,Refrescos,4.5,DI,7501073844193,1.0,24,2,6.0
BCO,CF,Refrescos,4.5,ID,021136010374,1.0,8,3,6.2
BCO,CF,Refrescos,4.5,ID,021136415476,1.0,12,6,7.0
BCO,CF,Refrescos,5.0,DI,7501055353163,2.0,19,1,9.4
BCO,CF,Refrescos,5.0,ID,7501031310258,1.0,14,1,11.0
CLA,CF,Alternativas,0.5,ID,7502268542894,1.0,2,2,8.3
CLA,CF,Alternativas,0.5,ID,7501013100631,1.0,5,2,7.6
CLA,CF,Alternativas,1.0,DI,7501055329373,1.0,1,4,8.5
CLA,CF,Alternativas,1.5,DI,7506192505451,1.0,1,4,6.9
CLA,CF,Alternativas,1.5,DI,036731136916,1.0,3,2,6.7
CLA,CF,Alternativas,1.5,DI,7501055310777,1.0,4,1,6.4
CLA,CF,Alternativas,1.5,DI,7501125149221,1.0,6,6,6.5
CLA,CF,Alternativas,1.5,DI,070847035916,2.0,8,4,6.5
CLA,CF,Alternativas,2.0,ID,7501022016084,1.0,9,5,8.4
CLA,CF,Alternativas,2.0,ID,7501125149221,1.0,15,4,6.5
CLA,CF,Alternativas,2.5,DI,7500464706331,1.0,7,2,5.8
CLA,CF,Alternativas,2.5,DI,684576000055,1.0,12,5,6.5
CLA,CF,Alternativas,2.5,DI,7501035046351,1.0,14,7,6.7
CLA,CF,Alternativas,2.5,DI,7506192507714,1.0,16,5,6.6
CLA,CF,Alternativas,2.5,ID,7500464706331,1.0,18,2,5.8
CLA,CF,Alternativas,3.0,DI,650240032271,1.0,5,5,6.8
CLA,CF,Alternativas,3.0,DI,7501055343690,2.0,16,1,7.0
CLA,CF,Alternativas,3.0,DI,7501022014899,1.0,17,1,8.25
CLA,CF,Alternativas,3.0,DI,7501035046375,1.0,24,7,5.8
CLA,CF,Alternativas,3.0,ID,7506192510684,1.0,4,4,6.1
CLA,CF,Alternativas,3.0,ID,070847036715,1.0,8,4,6.6
CLA,CF,Alternativas,3.0,ID,036731324009,1.0,9,4,8.5
CLA,CF,Alternativas,3.0,ID,7502268542894,1.0,16,5,8.3
CLA,CF,Alternativas,3.0,ID,036731323002,1.0,16,6,8.5
CLA,CF,Alternativas,3.0,ID,7503049695242,1.0,22,4,6.09
CLA,GC,Botanas,2.0,ID,730399003237,1.0,1,5,12.2
CLA,GC,Botanas,3.0,DI,7501011167674,1.0,8,3,17.0
CLA,GC,Botanas,3.0,DI,7501011131040,1.0,9,2,18.3
CLA,GC,Botanas,3.0,DI,730399012253,1.0,13,2,25.0
CLA,GC,Botanas,3.0,ID,7501011126879,1.0,6,1,12.0
CLA,GC,Botanas,3.5,ID,7500478017072,1.0,9,3,11.5
CLA,GC,Botanas,4.0,DI,7500478017089,1.0,7,7,11.5
CLA,GC,Botanas,4.0,DI,7501011133884,1.0,14,1,20.0
CLA,GC,Botanas,4.0,ID,7501011142299,1.0,11,4,13.0
CLA,GC,Botanas,4.5,DI,7500478017065,1.0,7,2,11.5
CLA,GC,Botanas,4.5,DI,7500478043958,1.0,11,1,11.0
CLA,GC,Botanas,4.5,DI,7501011143586,1.0,11,8,11.0
CLA,GC,Botanas,4.5,DI,7501011114517,3.0,13,1,16.0
CLA,GC,Botanas,4.5,DI,730399005156,1.0,20,3,20.0
CLA,GC,Botanas,4.5,DI,604722012916,1.0,22,4,13.5
CLA,GC,Botanas,4.5,ID,730399015919,1.0,3,5,12.0
CLA,GC,Botanas,4.5,ID,7500478030682,2.0,21,1,20.0
CLA,GC,Botanas,4.5,ID,7502294223033,1.0,22,5,22.0
CLA,GC,Botanas,5.0,DI,7500810036839,1.0,7,3,12.5
CLA,GC,Botanas,5.0,DI,7501011155008,2.0,20,1,22.0
CLA,GC,Botanas,5.0,DI,604722013975,2.0,22,5,13.0
CLA,GC,Botanas,5.0,ID,039465012006,1.0,3,2,17.0
CLA,GC,Botanas,6.0,DI,7500478038961,1.0,16,2,10.0
CLA,GC,Botanas,6.0,ID,757528001889,1.0,24,3,19.0
CLA,GC,Botanas,6.0,ID,7501000264049,2.0,27,4,12.5
CLA,GC,Botanas,7.0,DI,7500478043927,1.0,16,2,11.0
CLA,GC,Botanas,7.0,DI,7500478017102,1.0,17,1,11.5
CLA,GC,Botanas,7.0,DI,7501011167674,2.0,23,4,17.0
CLA,GC,Botanas,7.0,ID,7501030459736,1.0,26,5,15.0
CLA,CF,Jugos,0.5,ID,7501055333950,1.0,3,5,6.6
CLA,CF,Jugos,1.5,DI,7501013107302,1.0,11,4,4.2
CLA,CF,Jugos,1.5,ID,7501055360055,1.0,4,9,5.38
CLA,CF,Jugos,2.0,DI,7501013191141,2.0,12,5,8.0
CLA,CF,Jugos,2.0,ID,7501005102681,1.0,3,4,7.5
CLA,CF,Jugos,2.0,ID,7501003106223,1.0,16,4,6.0
CLA,CF,Refrescos,2.0,ID,7500326103445,1.0,4,2,7.2
CLA,CF,Refrescos,2.0,ID,7503018023120,1.0,5,2,6.6
CLA,CF,Refrescos,2.0,ID,7501073844179,1.0,6,2,6.0
CLA,CF,Refrescos,3.0,DI,7501055341344,1.0,6,5,6.0
CLA,CF,Refrescos,3.0,DI,7501031311644,1.0,9,3,8.0
CLA,CF,Refrescos,3.0,DI,021136414547,1.0,11,6,7.0
CLA,CF,Refrescos,3.0,DI,7501505630073,1.0,15,2,7.0
CLA,CF,Refrescos,3.0,ID,7500326103476,1.0,3,3,7.2
CLA,CF,Refrescos,3.0,ID,7501055313525,3.0,9,4,8.5
CLA,CF,Refrescos,3.5,ID,7501022009277,1.0,14,5,6.7
CLA,CF,Refrescos,3.5,ID,75007614,2.0,17,3,6.9
CLA,CF,Refrescos,4.0,DI,75004699,3.0,3,4,6.6
CLA,CF,Refrescos,4.0,DI,7501055341344,1.0,12,3,6.0
CLA,CF,Refrescos,4.0,DI,7501055343560,1.0,18,6,6.0
CLA,CF,Refrescos,4.0,DI,7501073830509,2.0,24,7,6.4
CLA,CF,Refrescos,4.0,ID,7501022013052,1.0,10,7,6.8
CLA,CF,Refrescos,4.5,DI,7501055305391,1.0,6,3,6.6
CLA,CF,Refrescos,4.5,DI,7501055349555,2.0,7,2,9.5
CLA,CF,Refrescos,4.5,DI,7501055313525,1.0,9,3,8.5
CLA,CF,Refrescos,4.5,DI,7501022008584,1.0,13,1,8.3
CLA,CF,Refrescos,4.5,ID,7501055305629,1.0,12,4,7.1
CLA,CF,Refrescos,4.5,ID,7501022015513,1.0,13,2,5.8
CLA,CF,Refrescos,5.0,DI,7501055358984,1.0,6,5,6.0
CLA,CF,Refrescos,5.0,DI,7501055341344,1.0,12,3,6.0
CLA,CF,Refrescos,5.0,DI,7501055310968,1.0,18,1,6.5
CLA,CF,Refrescos,5.0,DI,7501022015858,1.0,23,4,7.8
CLA,CF,Refrescos,5.0,ID,7501055349555,1.0,20,4,9.5
CLA,CF,Refrescos,5.0,ID,7501055320639,1.0,29,1,6.9
HRN,CF,Alternativas,1.0,ID,7501055310777,1.0,2,3,6.4
HRN,CF,Alternativas,1.0,ID,7501125144851,1.0,6,2,6.5
HRN,CF,Alternativas,2.0,DI,7506192508001,1.0,10,2,6.5
HRN,CF,Alternativas,2.5,ID,036731321008,1.0,12,3,8.5
HRN,CF,Alternativas,2.5,ID,7501055381876,1.0,17,3,6.8
HRN,CF,Alternativas,3.0,ID,684576000048,1.0,2,5,6.5
HRN,CF,Alternativas,3.0,ID,7506192510301,1.0,4,5,6.9
HRN,CF,Alternativas,3.0,ID,7501125149221,2.0,18,3,6.5
HRN,CF,Alternativas,3.0,ID,650240032271,1.0,20,5,6.8
HRN,CF,Alternativas,3.0,ID,7501022015636,1.0,22,7,6.95
HRN,CF,Alternativas,3.5,DI,036731106063,1.0,11,1,6.7
HRN,CF,Alternativas,3.5,DI,7501055329366,1.0,13,5,6.4
HRN,CF,Alternativas,3.5,DI,7501013100648,1.0,27,5,5.7
HRN,CF,Alternativas,3.5,ID,7501055329298,2.0,18,4,6.7
HRN,GC,Botanas,3.0,DI,7501011167650,1.0,3,5,16.0
HRN,GC,Botanas,3.0,DI,7502294223002,1.0,5,2,13.0
HRN,GC,Botanas,3.0,DI,7500478017072,1.0,7,1,11.5
HRN,GC,Botanas,3.0,ID,7501011167735,1.0,8,4,19.5
HRN,GC,Botanas,3.0,ID,757528039271,1.0,14,5,20.0
HRN,GC,Botanas,4.0,DI,7502294223026,1.0,5,5,13.0
HRN,GC,Botanas,4.5,DI,730399005132,1.0,19,4,18.0
HRN,GC,Botanas,4.5,ID,7500810014363,1.0,21,3,19.0
HRN,GC,Botanas,5.0,DI,7500810018378,1.0,1,1,12.5
HRN,GC,Botanas,5.0,DI,7502294223033,1.0,5,2,22.0
HRN,GC,Botanas,5.0,DI,7501000164370,1.0,6,1,10.0
HRN,GC,Botanas,5.0,DI,7500478034284,1.0,15,4,21.5
HRN,GC,Botanas,5.0,DI,7501011110335,1.0,16,5,11.0
HRN,GC,Botanas,5.0,ID,7501011135581,1.0,8,2,20.0
HRN,GC,Botanas,5.0,ID,7501011143241,1.0,13,3,19.0
HRN,GC,Botanas,5.0,ID,7500810028377,1.0,21,6,12.5
HRN,GC,Botanas,6.0,DI,7500478025541,1.0,14,3,20.0
HRN,GC,Botanas,6.0,DI,730399027080,1.0,22,6,14.5
HRN,GC,Botanas,6.0,ID,604722005130,1.0,2,4,10.0
HRN,GC,Botanas,6.0,ID,7501480900208,1.0,4,3,12.0
HRN,GC,Botanas,6.0,ID,7501011131002,1.0,25,1,21.5
HRN,GC,Botanas,7.0,DI,730399007549,1.0,29,3,19.0
HRN,GC,Botanas,7.0,DI,7501480902196,1.0,33,1,17.0
HRN,GC,Botanas,7.0,ID,7500478044108,1.0,13,3,16.5
HRN,GC,Botanas,7.0,ID,757528039271,1.0,30,1,20.0
HRN,GC,Botanas,8.0,DI,7501000264773,4.0,2,1,12.5
HRN,GC,Botanas,8.0,DI,7500478038961,1.0,11,6,10.0
HRN,GC,Botanas,8.0,DI,7500478043958,2.0,16,2,11.0
HRN,GC,Botanas,8.0,DI,7501011130937,1.0,23,3,14.5
HRN,GC,Botanas,8.0,ID,604722012909,1.0,9,1,13.5
HRN,GC,Botanas,8.0,ID,7501011154902,2.0,15,2,22.0
HRN,CF,Jugos,1.0,ID,7501013104714,1.0,7,1,6.9
HRN,CF,Jugos,2.0,DI,7501055373178,1.0,7,6,4.8
HRN,CF,Jugos,2.0,DI,7501055333868,2.0,10,1,8.5
HRN,CF,Jugos,2.0,ID,7501022015735,1.0,5,3,6.0
HRN,CF,Jugos,2.0,ID,7501013105179,1.0,5,5,6.7
HRN,CF,Jugos,2.0,ID,7501013109689,1.0,9,5,7.43
HRN,CF,Jugos,2.0,ID,7501013106947,1.0,10,6,7.43
HRN,CF,Jugos,2.0,ID,7501013104455,1.0,13,4,6.9
HRN,CF,Jugos,2.0,ID,014800000283,1.0,16,6,6.6
HRN,CF,Jugos,2.5,DI,7501013102833,1.0,15,1,6.7
HRN,CF,Jugos,2.5,DI,7501055373178,1.0,19,7,4.8
HRN,CF,Jugos,2.5,ID,7501055342198,1.0,18,4,6.0
HRN,CF,Jugos,2.5,ID,7503049695389,1.0,18,7,5.28
HRN,CF,Jugos,2.5,ID,7503049695402,1.0,18,8,5.28
HRN,CF,Jugos,2.5,ID,7501055332496,1.0,19,6,6.94
HRN,CF,Jugos,3.0,DI,7501013105858,1.0,2,6,6.98
HRN,CF,Jugos,3.0,DI,032239052147,2.0,12,3,6.5
HRN,CF,Jugos,3.0,ID,7501013102765,1.0,7,2,6.9
HRN,CF,Jugos,3.0,ID,7501013105834,1.0,17,5,7.43
HRN,CF,Jugos,3.0,ID,7501003106223,1.0,23,5,6.0
HRN,CF,Jugos,3.0,ID,014800515312,1.0,23,6,6.6
HRN,CF,Refrescos,2.0,DI,7501073839854,1.0,10,6,6.4
HRN,CF,Refrescos,2.5,DI,7501031312559,1.0,3,4,6.7
HRN,CF,Refrescos,2.5,ID,7501031311620,1.0,12,1,6.5
HRN,CF,Refrescos,3.0,ID,75005771,2.0,18,1,6.2
HRN,CF,Refrescos,3.5,DI,7501198355536,1.0,18,4,6.0
HRN,CF,Refrescos,4.0,DI,7501055304745,2.0,1,1,11.3
HRN,CF,Refrescos,4.0,DI,7501071120077,1.0,20,3,10.0
HRN,CF,Refrescos,4.0,ID,7501055314096,1.0,9,3,7.0
HRN,CF,Refrescos,4.5,DI,7501055355310,1.0,6,6,5.6
HRN,CF,Refrescos,4.5,DI,7501055314096,1.0,15,2,7.0
HRN,CF,Refrescos,4.5,ID,7501055370146,1.0,4,4,9.4
HRN,CF,Refrescos,5.0,DI,75007614,7.0,10,1,6.9
HRN,CF,Refrescos,5.0,DI,7501022015513,1.0,24,5,5.8
HRN,CF,Refrescos,5.0,DI,7501198355574,1.0,24,7,5.7
HRN,CF,Refrescos,5.0,DI,7501071120190,1.0,27,6,8.3
HRN,CF,Refrescos,5.0,ID,7501055366316,1.0,17,1,7.1
HRN,CF,Refrescos,5.0,ID,7501055310227,1.0,25,3,11.5
HRN,CF,Refrescos,5.5,DI,7501055307043,1.0,9,2,14.0
HRN,CF,Refrescos,5.5,ID,7501031311620,1.0,18,5,6.5
HRN,CF,Refrescos,5.5,ID,7501055305247,1.0,21,1,10.9
HRN,CF,Refrescos,6.0,DI,7501055313525,4.0,9,2,8.5
HRN,CF,Refrescos,6.0,DI,7501055305629,1.0,29,2,7.1
HRN,CF,Refrescos,6.0,DI,7501022015377,1.0,29,5,6.6
HRN,CF,Refrescos,6.0,DI,021136010541,2.0,35,3,7.8
HRN,CF,Refrescos,6.0,ID,7501505630073,2.0,9,5,7.0
BCO,CF,Alternativas,1.0,ID,7506192508001,1.0,3,5,6.5
BCO,CF,Alternativas,1.5,DI,7501125174797,1.0,7,6,6.5
BCO,CF,Alternativas,1.5,DI,7503027753650,1.0,9,2,6.8
BCO,CF,Alternativas,1.5,ID,7501055358885,1.0,4,6,7.04
BCO,CF,Alternativas,2.0,ID,070847036005,1.0,6,3,6.5
BCO,CF,Alternativas,2.5,DI,7501055329380,1.0,11,2,6.7
BCO,CF,Alternativas,2.5,ID,7501125174797,2.0,15,3,6.5
BCO,CF,Alternativas,3.0,DI,9002490100070,1.0,14,3,5.5
BCO,CF,Alternativas,3.0,DI,650240064296,1.0,23,5,8.12
BCO,CF,Alternativas,3.0,ID,7506192510295,1.0,3,1,6.9
BCO,CF,Alternativas,3.0,ID,7506192509084,1.0,5,2,15.72
BCO,CF,Alternativas,3.0,ID,7501022015049,1.0,22,6,6.95
BCO,CF,Alternativas,3.0,ID,650240074448,1.0,23,2,6.8
BCO,CF,Alternativas,3.5,DI,7501013100570,1.0,27,11,7.6
BCO,CF,Alternativas,3.5,ID,9002490211486,1.0,12,1,6.2
BCO,GC,Botanas,3.5,DI,7500810036839,1.0,2,4,12.5
BCO,GC,Botanas,3.5,DI,7500478046683,1.0,12,3,14.0
BCO,GC,Botanas,3.5,ID,7501011127012,2.0,9,2,12.0
BCO,GC,Botanas,3.5,ID,7501011131064,2.0,10,2,16.0
BCO,GC,Botanas,4.0,DI,757528039271,1.0,4,4,20.0
BCO,GC,Botanas,4.0,DI,7501011130272,1.0,12,3,13.0
BCO,GC,Botanas,4.0,ID,7501011143586,2.0,1,7,11.0
BCO,GC,Botanas,4.0,ID,757528038205,1.0,18,4,20.0
BCO,GC,Botanas,5.0,DI,7502271154633,1.0,5,1,16.0
BCO,GC,Botanas,5.0,DI,7500478018512,1.0,11,7,10.2
BCO,GC,Botanas,5.0,ID,730399013106,1.0,6,1,12.5
BCO,GC,Botanas,5.0,ID,7501011111028,2.0,7,4,13.0
BCO,GC,Botanas,5.0,ID,7500478034284,1.0,20,1,21.5
BCO,GC,Botanas,6.0,DI,7500810018378,1.0,1,2,12.5
BCO,GC,Botanas,6.0,DI,7500810013564,1.0,6,7,9.0
BCO,GC,Botanas,6.0,DI,7500478017089,1.0,7,6,11.5
BCO,GC,Botanas,6.0,DI,7500478043927,3.0,11,4,11.0
BCO,GC,Botanas,6.0,DI,7501011110335,1.0,16,7,11.0
BCO,GC,Botanas,6.0,DI,039465111440,2.0,28,7,10.0
BCO,GC,Botanas,6.0,ID,604722005154,1.0,3,1,10.0
BCO,GC,Botanas,7.0,DI,7500810036839,1.0,7,1,12.5
BCO,GC,Botanas,7.0,DI,7500810030479,1.0,8,3,14.5
BCO,GC,Botanas,7.0,DI,7500810000182,1.0,9,3,20.75
BCO,GC,Botanas,7.0,DI,7501011110335,1.0,21,3,11.0
BCO,GC,Botanas,7.0,DI,039465012006,1.0,34,5,17.0
BCO,CF,Jugos,0.5,DI,7501013103151,1.0,4,3,5.0
BCO,CF,Jugos,0.5,DI,7501055360055,1.0,4,7,5.38
BCO,CF,Jugos,1.0,DI,7501055333950,1.0,6,7,6.6
BCO,CF,Jugos,1.0,ID,7501055333844,1.0,1,3,8.5
BCO,CF,Jugos,1.0,ID,7501013105773,1.0,2,1,7.43
BCO,CF,Jugos,1.0,ID,014800515329,1.0,3,5,7.5
BCO,CF,Jugos,1.5,DI,7501055333868,1.0,8,3,8.5
BCO,CF,Jugos,1.5,ID,7501055333936,1.0,3,3,6.6
BCO,CF,Jugos,1.5,ID,014800515312,1.0,8,4,6.6
BCO,CF,Jugos,2.0,DI,7501013104714,1.0,3,1,6.9
BCO,CF,Jugos,2.0,ID,7501013191028,1.0,4,5,8.0
BCO,CF,Refrescos,2.5,ID,7501198354195,1.0,2,2,10.3
BCO,CF,Refrescos,3.0,DI,7501022014080,1.0,14,3,8.3
BCO,CF,Refrescos,3.0,ID,7500326103421,1.0,2,1,9.5
BCO,CF,Refrescos,3.0,ID,7501022015858,1.0,5,4,7.8
BCO,CF,Refrescos,3.5,DI,7501031312559,1.0,10,4,6.7
BCO,CF,Refrescos,3.5,DI,7501022009277,1.0,12,3,6.7
BCO,CF,Refrescos,4.0,DI,7501055304745,1.0,2,4,11.3
BCO,CF,Refrescos,4.0,ID,7501055302925,1.0,20,3,10.0
BCO,CF,Refrescos,4.5,DI,7501055328420,1.0,18,5,6.0
BCO,CF,Refrescos,4.5,DI,021136010480,1.0,25,4,9.7
BCO,CF,Refrescos,4.5,ID,7501022015513,1.0,13,2,5.8
BCO,CF,Refrescos,4.5,ID,7501031311644,1.0,17,1,8.0
BCO,CF,Refrescos,4.5,ID,7501055316670,1.0,23,3,7.0
BCO,CF,Refrescos,5.0,DI,7501055355310,1.0,6,6,5.6
BCO,CF,Refrescos,5.0,DI,7501073839885,1.0,29,3,6.4
BCO,CF,Refrescos,5.0,ID,7501198354195,1.0,8,3,10.3
BCO,CF,Refrescos,5.0,ID,7503018023953,1.0,11,3,6.8
BCO,CF,Refrescos,5.0,ID,7501055320677,1.0,29,2,6.5
CLA,CF,Alternativas,1.0,ID,070847036043,1.0,7,5,6.5
CLA,CF,Alternativas,1.5,DI,036731135919,1.0,4,6,6.4
CLA,CF,Alternativas,1.5,ID,7501055317875,1.0,4,4,7.0
CLA,CF,Alternativas,2.0,DI,7501125104411,1.0,7,3,6.5
CLA,CF,Alternativas,2.0,DI,684576000055,1.0,10,3,6.5
CLA,CF,Alternativas,2.0,DI,7501055386369,1.0,11,1,6.72
CLA,CF,Alternativas,2.0,DI,7506192507349,1.0,13,6,6.6
CLA,CF,Alternativas,2.5,DI,7502268542894,1.0,2,6,8.3
CLA,CF,Alternativas,2.5,DI,7501022015063,1.0,7,6,6.95
CLA,CF,Alternativas,2.5,ID,7506192510301,1.0,3,3,6.9
CLA,CF,Alternativas,2.5,ID,9002490200220,1.0,11,6,5.5
CLA,CF,Alternativas,2.5,ID,036731326003,1.0,12,3,8.5
CLA,CF,Alternativas,3.0,DI,7501055358892,1.0,15,2,7.04
CLA,CF,Alternativas,3.0,DI,684576000024,1.0,17,3,8.7
CLA,CF,Alternativas,3.0,DI,7501013100730,1.0,24,8,5.7
CLA,CF,Alternativas,3.0,ID,650240072154,1.0,14,4,6.8
CLA,GC,Botanas,2.0,ID,7501011126879,1.0,6,2,12.0
CLA,GC,Botanas,3.0,ID,7500478037889,1.0,7,6,15.5
CLA,GC,Botanas,3.0,ID,7502294223002,1.0,15,3,13.0
CLA,GC,Botanas,3.5,ID,7501011116252,1.0,3,3,11.0
CLA,GC,Botanas,4.0,DI,7500810030479,1.0,2,5,14.5
CLA,GC,Botanas,4.0,DI,7500478017065,1.0,12,1,11.5
CLA,GC,Botanas,4.0,ID,730399005132,1.0,4,5,18.0
CLA,GC,Botanas,4.0,ID,757528039318,1.0,16,2,12.5
CLA,GC,Botanas,4.0,ID,7500810030479,1.0,17,2,14.5
CLA,GC,Botanas,4.5,DI,7500478038961,1.0,6,3,10.0
CLA,GC,Botanas,5.0,DI,7500478017102,1.0,17,2,11.5
CLA,GC,Botanas,5.0,DI,7501011130272,1.0,17,6,13.0
CLA,GC,Botanas,5.0,DI,604722009619,1.0,24,5,14.5
CLA,GC,Botanas,5.0,ID,7501480900215,1.0,4,4,16.0
CLA,GC,Botanas,5.0,ID,7501011154902,1.0,10,1,22.0
CLA,GC,Botanas,5.0,ID,7501000266234,1.0,24,1,19.0
CLA,GC,Botanas,6.0,DI,039465111440,1.0,27,3,10.0
CLA,GC,Botanas,6.0,DI,604722011797,1.0,28,4,11.5
CLA,GC,Botanas,6.0,ID,730399012185,1.0,7,1,14.0
CLA,GC,Botanas,6.0,ID,7501011133884,2.0,9,3,20.0
CLA,GC,Botanas,6.0,ID,7500478037889,1.0,12,2,15.5
CLA,GC,Botanas,7.0,DI,7500810030479,1.0,8,2,14.5
CLA,GC,Botanas,7.0,DI,039465111211,1.0,35,3,18.0
CLA,GC,Botanas,7.0,ID,730399023747,1.0,8,2,12.5
CLA,GC,Botanas,7.0,ID,730399003558,1.0,9,2,17.0
CLA,GC,Botanas,7.0,ID,7500478038961,1.0,16,7,10.0
CLA,GC,Botanas,7.0,ID,7503030572460,1.0,33,2,20.0
CLA,GC,Botanas,7.0,ID,7501000266203,2.0,34,2,19.0
CLA,CF,Jugos,1.0,DI,7501055333868,1.0,1,2,8.5
CLA,CF,Jugos,1.0,ID,7501013100549,1.0,3,2,9.4
CLA,CF,Jugos,1.5,DI,7501055333851,1.0,2,4,8.5
CLA,CF,Jugos,1.5,DI,7501005102681,1.0,9,1,7.5
CLA,CF,Jugos,1.5,ID,7501013109689,1.0,1,2,7.43
CLA,CF,Jugos,1.5,ID,7501013105797,1.0,5,5,7.43
CLA,CF,Jugos,1.5,ID,7501055333844,1.0,6,2,8.5
CLA,CF,Jugos,1.5,ID,7501013191035,1.0,10,3,8.0
CLA,CF,Jugos,1.5,ID,7501013191219,1.0,10,4,8.0
CLA,CF,Jugos,2.0,DI,7501013109689,1.0,9,2,7.43
CLA,CF,Jugos,2.0,DI,032239052000,1.0,11,2,6.5
CLA,CF,Jugos,2.0,DI,032239052147,1.0,11,3,6.5
CLA,CF,Refrescos,2.0,ID,7501055311323,1.0,6,7,6.0
CLA,CF,Refrescos,3.0,DI,7501055358984,1.0,6,2,6.0
CLA,CF,Refrescos,3.0,DI,7500326103421,1.0,14,5,9.5
CLA,CF,Refrescos,3.5,DI,7501073839854,1.0,16,3,6.4
CLA,CF,Refrescos,4.0,DI,7501022015377,1.0,22,1,6.6
CLA,CF,Refrescos,4.0,ID,7501073831469,2.0,4,1,6.4
CLA,CF,Refrescos,4.0,ID,7501073830509,2.0,6,1,6.4
CLA,CF,Refrescos,4.0,ID,7501055320639,7.0,17,1,6.9
CLA,CF,Refrescos,4.5,DI,7501055314096,1.0,15,3,7.0
CLA,CF,Refrescos,5.0,DI,75004699,6.0,3,2,6.6
CLA,CF,Refrescos,5.0,DI,7501055354672,1.0,6,8,5.3
CLA,CF,Refrescos,5.0,DI,7501031311620,1.0,17,4,6.5
HRN,CF,Alternativas,1.0,DI,7502268542894,1.0,4,4,8.3
HRN,CF,Alternativas,1.5,ID,815154022705,1.0,2,7,6.5
HRN,CF,Alternativas,2.0,DI,650240032295,1.0,6,2,6.8
HRN,CF,Alternativas,2.0,ID,7506192507714,1.0,6,5,6.6
HRN,CF,Alternativas,2.0,ID,036731135919,1.0,11,3,6.4
HRN,CF,Alternativas,2.0,ID,7501055329328,1.0,11,5,6.7
HRN,CF,Alternativas,2.5,DI,036731136916,1.0,9,5,6.7
HRN,CF,Alternativas,3.0,DI,650240066139,1.0,4,3,6.8
HRN,CF,Alternativas,3.0,DI,7501055389162,1.0,10,1,8.59
HRN,CF,Alternativas,3.0,DI,7501055386338,1.0,13,4,5.75
HRN,CF,Alternativas,3.0,DI,7503027753650,1.0,20,3,6.8
HRN,CF,Alternativas,3.0,ID,650240072154,1.0,13,6,6.8
HRN,CF,Alternativas,3.0,ID,7501125104343,1.0,17,5,6.5
HRN,CF,Alternativas,3.0,ID,7501125104411,2.0,19,1,6.5
HRN,CF,Alternativas,3.5,DI,7501022015407,1.0,7,5,6.95
HRN,CF,Alternativas,3.5,ID,7501035046375,1.0,5,3,5.8
HRN,GC,Botanas,3.0,DI,7501000266234,1.0,4,2,19.0
HRN,GC,Botanas,3.0,ID,7502294223002,1.0,15,4,13.0
HRN,GC,Botanas,3.5,DI,730399007501,1.0,12,6,13.5
HRN,GC,Botanas,3.5,DI,7501011154865,1.0,15,2,23.0
HRN,GC,Botanas,3.5,ID,7501030424536,1.0,13,1,10.0
HRN,GC,Botanas,4.0,DI,757528039288,1.0,4,1,20.0
HRN,GC,Botanas,4.0,DI,7501011126879,2.0,11,4,12.0
HRN,GC,Botanas,4.0,DI,7501011133921,1.0,14,3,20.0
HRN,GC,Botanas,4.0,ID,730399005156,1.0,5,5,20.0
HRN,GC,Botanas,4.5,DI,7500478026753,1.0,9,4,20.0
HRN,GC,Botanas,4.5,DI,604722013982,2.0,16,5,9.0
HRN,GC,Botanas,4.5,DI,604722007905,1.0,19,5,13.5
HRN,GC,Botanas,4.5,ID,604722006106,1.0,2,7,18.0
HRN,GC,Botanas,4.5,ID,7501011127012,1.0,9,1,12.0
HRN,GC,Botanas,5.0,ID,7503030572460,1.0,23,2,20.0
HRN,GC,Botanas,6.0,DI,7500810012253,2.0,6,2,11.0
HRN,GC,Botanas,6.0,DI,7501011154902,2.0,25,2,22.0
HRN,GC,Botanas,6.0,ID,7500478037889,1.0,12,2,15.5
HRN,GC,Botanas,6.0,ID,7500478037872,1.0,12,4,15.5
HRN,GC,Botanas,7.0,DI,7500478044368,1.0,16,2,11.0
HRN,GC,Botanas,7.0,DI,7501011130869,2.0,18,2,15.3
HRN,GC,Botanas,7.0,DI,7501006560299,1.0,31,4,14.5
HRN,GC,Botanas,7.0,ID,7500810036839,1.0,27,4,12.5
HRN,GC,Botanas,7.0,ID,7501030482055,1.0,30,3,19.0
HRN,GC,Botanas,8.0,DI,7502294223026,1.0,5,6,13.0
HRN,GC,Botanas,8.0,DI,7501011142299,1.0,27,2,13.0
HRN,GC,Botanas,8.0,DI,730399023747,1.0,32,3,12.5
HRN,GC,Botanas,8.0,DI,039465111440,1.0,32,7,10.0
HRN,GC,Botanas,8.0,ID,7501011133921,1.0,19,3,20.0
HRN,GC,Botanas,8.0,ID,7501011131040,1.0,29,4,18.3
HRN,CF,Jugos,0.5,ID,7501013105766,1.0,1,6,7.43
HRN,CF,Jugos,1.5,DI,7501013105766,1.0,1,1,7.43
HRN,CF,Jugos,1.5,DI,7501020527551,1.0,2,1,7.5
HRN,CF,Jugos,2.0,DI,7501013100082,1.0,13,6,15.8
HRN,CF,Jugos,2.0,DI,7501055332489,2.0,16,5,6.7
HRN,CF,Jugos,2.0,ID,7501031307708,1.0,6,7,6.03
